C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490000
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490100
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490200
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490300
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490400
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490500
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490600
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490700
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490800
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112490900
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112491000
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112491100
C충남70바101620010112490000|LDT-100BS|KMJHG17GPKC030232|16|충남70바1016|3088140550|000000000010000000|78|23497|0|0|0|999999999|999999999|0|0.0|0.0|11|9999999999|20010112491200
